satisfaction_level,number_project,average_montly_hours,time_spend_company,left,promotion_last_5years,sales,salary
0.46,3,213,3,0,0,accounting,low
0.34,4,152,3,0,0,accounting,low
0.63,4,245,3,0,0,hr,low
0.57,4,113,3,0,0,hr,low
0.17,4,280,5,0,0,hr,low
0.74,3,273,3,0,0,hr,low
0.59,4,221,3,0,0,technical,low
0.49,5,133,3,0,0,technical,low
0.49,3,136,4,0,0,technical,low
0.61,4,243,3,0,0,technical,low
0.81,5,135,3,0,0,technical,low
0.74,3,231,3,0,0,technical,low
0.91,3,259,4,0,0,technical,low
0.71,3,238,2,0,0,technical,low
0.73,3,210,3,0,0,technical,low
0.44,3,120,6,0,0,technical,low
0.6,2,203,4,0,0,technical,low
0.73,4,148,2,0,0,support,low
0.8,4,258,3,0,0,support,low
0.97,3,225,2,0,0,support,medium
0.99,4,208,2,0,0,support,medium
0.96,4,274,3,0,0,support,medium
0.24,5,147,6,0,0,support,medium
0.45,2,167,3,0,0,support,medium
0.74,4,154,4,0,0,support,medium
0.6,4,195,3,0,0,support,medium
0.67,3,237,4,0,0,support,medium
0.57,4,222,2,0,0,support,medium
0.87,5,145,4,0,0,technical,medium
0.25,3,257,5,0,0,technical,medium
0.98,3,286,4,0,0,technical,medium
0.3,2,137,3,0,0,management,high
0.21,5,130,2,0,0,IT,low
0.56,3,214,2,0,0,IT,medium
0.75,3,138,2,0,0,IT,medium
0.5,3,166,3,0,0,IT,medium
0.61,4,159,5,0,0,IT,medium
0.83,5,160,4,0,0,product_mng,low
0.66,3,155,4,0,0,product_mng,low
0.84,3,231,3,0,0,product_mng,low
0.87,4,227,3,0,0,product_mng,low
0.48,3,181,2,0,0,IT,low
0.84,4,222,3,0,0,RandD,low
0.49,3,196,3,0,0,RandD,low
0.67,3,206,3,0,0,RandD,low
0.12,6,257,6,0,0,RandD,low
0.99,5,153,2,0,0,RandD,low
0.17,5,250,5,0,0,marketing,low
0.58,3,250,5,0,0,sales,low
0.5,3,148,3,0,0,accounting,low
0.35,3,141,2,0,0,support,low
0.93,6,147,3,0,0,technical,low
0.73,3,142,3,0,0,management,low
0.91,3,210,2,0,0,marketing,low
0.72,3,152,2,0,0,marketing,low
0.51,3,149,3,0,0,marketing,low
0.55,3,198,3,0,0,sales,low
0.66,3,139,5,0,0,sales,low
0.84,6,255,6,0,0,sales,medium
0.81,4,229,2,0,0,sales,medium
0.81,5,134,2,0,0,sales,medium
0.5,5,255,3,0,0,sales,medium
0.78,5,189,3,0,0,sales,medium
0.76,3,183,3,0,0,sales,medium
0.49,3,154,2,0,0,sales,medium
0.99,3,167,3,0,0,sales,medium
0.73,4,139,5,0,0,sales,medium
0.88,5,245,2,0,0,sales,medium
0.79,4,200,3,0,0,sales,medium
0.83,3,159,2,0,0,sales,medium
0.21,4,163,6,0,0,sales,high
0.87,3,158,2,0,0,sales,low
1,3,194,3,0,0,sales,medium
0.49,3,267,3,0,0,sales,medium
0.51,3,183,2,0,0,sales,medium
0.63,3,174,2,0,0,accounting,medium
0.91,4,240,3,0,0,accounting,low
0.54,2,123,4,0,0,accounting,low
1,4,174,3,0,0,hr,low
0.64,5,246,3,0,0,hr,low
0.65,5,173,2,0,0,hr,low
0.15,4,185,5,0,0,hr,low
0.81,4,259,3,0,0,technical,low
0.61,3,112,4,0,0,technical,low
0.86,5,219,2,0,0,technical,medium
0.71,3,258,2,0,0,technical,medium
0.72,5,287,3,0,0,technical,medium
0.84,5,186,2,0,0,technical,medium
0.38,3,159,4,0,0,technical,medium
0.75,4,230,3,0,0,technical,medium
0.93,5,106,5,0,0,technical,medium
0.71,4,189,3,0,0,technical,medium
0.75,3,252,3,0,0,technical,medium
0.56,4,220,2,0,0,support,medium
0.57,5,218,3,0,0,support,medium
0.63,4,145,4,0,0,support,medium
0.59,4,142,3,0,0,support,medium
0.77,3,218,2,0,0,support,medium
0.65,4,157,4,0,0,support,medium
0.84,4,178,3,0,0,support,medium
0.9,4,241,6,0,0,support,medium
0.6,3,230,3,0,0,support,medium
0.9,5,249,3,0,0,support,medium
0.94,5,147,2,0,0,support,medium
0.56,4,115,3,0,0,technical,medium
0.95,5,143,3,0,0,technical,medium
0.97,4,219,3,0,0,technical,medium
0.55,4,218,2,0,0,management,medium
0.79,5,235,2,0,0,IT,medium
0.49,5,237,3,0,0,IT,high
0.49,5,186,2,0,0,IT,high
0.57,5,177,2,0,0,IT,high
0.89,4,228,4,0,0,IT,high
0.66,3,204,3,0,0,product_mng,high
0.94,5,210,3,0,0,product_mng,high
0.98,4,250,2,0,0,product_mng,high
0.18,5,185,6,0,0,product_mng,high
0.57,3,146,3,0,0,IT,high
0.67,3,217,2,0,0,RandD,high
0.12,6,172,6,0,0,RandD,high
0.48,3,184,2,0,0,RandD,high
0.61,3,148,3,0,0,RandD,low
0.23,5,236,4,0,0,RandD,low
0.4,3,280,2,0,0,marketing,low
0.57,3,218,3,0,0,sales,low
0.95,5,155,3,0,0,accounting,low
0.93,4,242,4,0,0,support,low
0.7,3,166,5,0,0,technical,low
0.58,4,175,3,0,0,management,low
0.52,5,234,3,0,0,marketing,low
0.98,5,232,3,0,0,marketing,low
0.93,4,156,3,0,0,marketing,low
0.34,5,248,3,0,0,sales,low
0.87,4,218,2,0,0,sales,low
0.52,5,251,2,0,0,sales,low
0.58,4,173,4,0,0,sales,low
0.65,4,157,3,0,0,sales,medium
0.74,3,274,3,0,0,sales,medium
0.63,5,182,3,0,0,sales,medium
0.74,4,233,2,0,0,sales,medium
0.65,4,249,3,0,0,sales,medium
0.48,3,162,3,0,0,sales,medium
0.84,3,184,3,0,0,sales,medium
0.6,3,135,2,0,0,sales,medium
0.56,3,143,2,0,0,sales,medium
0.13,5,203,5,0,0,sales,medium
0.83,5,143,4,0,0,sales,medium
0.91,2,142,3,0,0,sales,medium
0.97,5,171,2,0,0,sales,high
0.9,3,223,4,0,0,sales,high
0.57,4,148,3,0,0,sales,high
0.84,6,140,2,0,0,accounting,high
0.84,4,226,2,0,0,accounting,high
0.17,5,183,5,0,0,accounting,high
0.97,5,135,3,0,0,hr,high
0.94,3,236,2,0,0,hr,high
0.83,5,257,2,0,0,hr,low
0.91,3,155,3,0,0,hr,low
0.9,2,211,4,0,0,technical,low
0.95,3,207,2,0,0,technical,low
0.69,3,126,6,0,0,technical,low
0.49,3,267,2,0,0,technical,low
0.45,6,226,2,0,0,technical,low
0.21,2,239,2,0,0,technical,low
0.67,3,202,2,0,0,technical,medium
0.76,3,150,2,0,0,technical,medium
0.19,5,156,6,0,0,technical,medium
0.52,2,233,3,0,0,technical,medium
0.66,5,262,2,0,0,technical,medium
0.95,3,183,3,0,0,support,medium
0.95,4,225,2,0,0,support,medium
0.57,5,216,3,0,0,support,medium
0.48,5,227,3,0,0,support,medium
0.95,4,242,2,0,0,support,medium
0.7,4,224,3,0,0,support,medium
0.48,3,223,3,0,0,support,medium
0.62,3,202,2,0,0,support,medium
0.58,3,220,3,0,0,support,medium
1,4,129,5,0,0,support,medium
0.79,2,193,5,0,0,support,medium
0.58,3,165,2,0,0,technical,medium
0.59,4,209,2,0,0,technical,medium
0.66,4,183,2,0,0,technical,medium
0.71,4,138,3,0,0,management,medium
0.9,5,152,3,0,0,IT,medium
0.74,4,170,2,0,0,IT,medium
0.66,5,185,3,0,0,IT,medium
0.92,2,249,2,0,0,IT,high
0.55,4,155,3,0,0,IT,low
0.51,3,204,4,0,0,product_mng,medium
0.49,5,188,4,0,0,product_mng,medium
0.88,5,264,4,0,0,product_mng,medium
0.6,4,146,2,0,0,product_mng,medium
0.93,4,212,4,0,0,IT,medium
0.86,3,215,3,0,0,RandD,medium
0.78,4,239,3,0,0,RandD,medium
0.69,3,188,3,0,0,RandD,medium
0.84,4,259,3,0,0,RandD,medium
0.48,3,200,3,0,0,RandD,medium
0.63,3,245,2,0,0,marketing,low
0.54,3,182,2,0,0,sales,low
0.85,4,181,2,0,0,accounting,low
0.51,3,164,3,0,0,support,low
0.88,5,257,3,0,0,technical,low
0.87,3,178,3,0,0,management,low
0.54,4,224,3,0,0,marketing,low
0.96,5,170,3,0,0,marketing,high
0.58,4,233,2,0,0,marketing,low
0.21,5,239,3,0,0,sales,high
0.5,5,185,2,0,0,sales,high
0.52,4,184,3,0,0,sales,low
0.5,3,188,2,0,0,sales,low
0.74,3,186,3,0,0,sales,high
0.69,3,226,3,0,0,sales,low
0.61,2,143,6,0,0,sales,medium
0.5,3,213,3,0,0,sales,high
0.79,2,217,2,0,0,sales,medium
0.73,5,190,2,0,0,sales,medium
0.49,2,147,2,0,0,sales,medium
0.7,2,235,3,0,0,sales,medium
0.27,6,136,3,0,0,sales,high
0.8,5,261,2,0,0,sales,medium
0.45,6,176,4,0,0,sales,medium
0.63,4,212,4,0,0,sales,medium
0.76,2,148,3,0,0,sales,high
0.42,6,218,6,0,0,sales,medium
0.41,6,262,6,0,0,sales,high
0.74,6,145,3,0,0,accounting,low
0.82,3,230,4,0,0,accounting,medium
0.82,4,210,2,0,0,accounting,medium
0.53,4,227,3,0,0,hr,medium
0.71,4,142,2,0,0,hr,medium
0.5,4,171,2,0,0,hr,low
0.68,3,241,3,0,0,hr,low
0.68,3,247,2,0,0,technical,low
0.48,5,246,3,0,0,technical,low
0.59,3,188,3,0,0,technical,low
0.21,3,104,2,0,0,technical,low
0.99,5,197,4,0,0,technical,low
1,4,191,4,0,0,technical,low
0.84,4,173,2,0,0,technical,low
0.86,2,207,4,0,0,technical,low
0.52,5,247,4,0,0,technical,high
0.94,5,197,5,0,0,technical,low
0.55,3,242,2,0,0,technical,low
0.79,3,145,2,0,0,support,low
0.91,4,174,3,0,0,support,low
0.82,3,195,2,0,0,support,high
0.84,4,270,3,0,0,support,low
0.72,4,238,3,0,0,support,low
0.68,4,156,2,0,0,support,low
0.99,5,261,3,0,0,support,high
0.74,5,135,2,0,0,support,low
0.8,6,185,4,0,0,support,medium
0.55,3,197,3,0,0,support,high
0.56,3,241,3,0,0,support,medium
0.88,3,263,3,0,0,technical,high
0.86,4,251,2,0,0,technical,medium
0.64,3,218,2,0,0,technical,medium
0.82,4,183,3,0,0,management,medium
0.66,4,252,3,0,0,IT,medium
0.64,3,98,3,0,0,IT,medium
0.17,6,284,4,0,0,IT,medium
0.75,4,220,2,0,0,IT,medium
0.45,4,275,3,0,0,IT,medium
0.99,4,164,3,0,0,product_mng,high
0.93,5,237,4,0,0,product_mng,low
0.88,3,133,3,0,0,product_mng,medium
0.62,5,256,4,0,0,product_mng,medium
0.94,4,270,3,0,0,IT,medium
0.59,4,196,2,0,0,RandD,medium
0.93,4,209,2,0,0,RandD,medium
0.71,3,261,3,0,0,RandD,medium
0.6,3,221,2,0,0,RandD,medium
0.71,4,180,3,0,0,RandD,medium
0.91,4,145,3,0,0,marketing,medium
0.78,4,111,2,0,0,sales,high
0.52,4,232,3,0,0,accounting,low
0.99,5,195,3,0,0,support,low
0.86,4,211,2,0,0,technical,low
0.74,4,194,2,0,0,management,high
0.15,4,275,5,0,0,marketing,low
0.57,3,140,3,0,0,marketing,low
0.67,3,157,3,0,0,marketing,low
0.8,4,258,3,0,0,sales,high
0.83,5,273,4,0,0,sales,low
0.69,3,135,2,0,0,sales,low
0.64,3,188,4,0,0,sales,low
0.95,5,222,2,0,0,sales,low
0.97,4,231,3,0,0,sales,low
0.85,3,255,2,0,0,sales,low
0.72,3,254,2,0,0,sales,low
0.91,3,244,3,0,0,sales,medium
0.81,3,132,4,0,0,sales,medium
0.13,5,234,6,0,0,sales,medium
0.95,4,272,3,0,0,sales,medium
0.82,4,191,3,0,0,sales,medium
0.63,4,238,4,0,0,sales,medium
0.55,3,225,2,0,0,sales,medium
0.83,3,211,2,0,0,sales,medium
0.54,3,217,3,0,0,sales,medium
0.89,5,156,4,0,0,sales,medium
0.79,3,147,3,0,0,sales,medium
0.56,4,134,3,0,0,accounting,medium
0.89,4,235,2,0,0,accounting,high
1,4,238,4,0,0,accounting,low
0.43,3,258,4,0,0,hr,medium
0.71,5,224,3,0,0,hr,medium
0.98,4,149,2,0,0,hr,medium
0.81,4,219,2,0,0,hr,medium
0.71,3,186,2,0,0,technical,low
0.99,4,259,4,0,0,technical,low
0.34,3,119,2,0,0,technical,low
0.58,3,223,2,0,0,technical,low
0.77,4,184,3,0,0,technical,low
0.64,3,238,4,0,0,technical,low
0.13,4,157,5,0,0,technical,low
0.98,2,249,3,0,0,technical,low
0.72,4,195,2,0,0,technical,low
0.55,3,162,2,0,0,technical,low
0.62,4,231,3,0,0,technical,low
0.74,2,264,3,0,0,support,low
0.69,3,210,3,0,0,support,low
0.6,4,192,3,0,0,support,low
0.54,3,192,2,0,0,support,low
0.56,4,249,3,0,0,support,low
0.58,5,206,3,0,0,support,low
0.21,4,165,5,0,0,support,low
0.52,5,183,3,0,0,support,low
0.98,4,253,2,0,0,support,low
0.85,3,256,3,0,0,support,low
0.62,2,263,4,0,0,support,medium
0.63,3,234,3,0,0,technical,medium
0.84,6,223,2,0,0,technical,medium
0.71,2,172,3,0,0,technical,medium
0.36,6,226,6,0,0,management,medium
0.79,6,205,4,0,0,IT,medium
0.59,4,235,2,0,0,IT,medium
0.5,4,263,3,0,0,IT,medium
0.88,4,271,3,0,0,IT,medium
0.65,6,131,5,0,0,IT,medium
0.71,4,238,4,0,0,product_mng,medium
0.89,3,214,2,0,0,product_mng,medium
0.83,3,267,3,0,0,product_mng,high
0.73,3,184,2,0,0,product_mng,low
0.71,3,264,3,0,0,IT,medium
0.53,3,109,2,0,0,RandD,medium
0.74,3,253,4,0,0,RandD,medium
0.6,4,207,2,0,0,RandD,medium
0.47,4,263,5,0,0,RandD,low
0.88,3,214,2,0,0,RandD,low
0.62,2,153,3,0,0,marketing,low
0.24,5,123,5,0,0,sales,low
0.15,5,159,2,0,0,accounting,low
0.92,3,185,3,0,0,support,low
0.74,4,167,3,0,0,technical,low
0.86,3,271,3,0,0,management,low
0.96,3,140,3,0,0,marketing,low
0.54,4,141,3,0,0,marketing,low
0.99,4,190,2,0,0,marketing,low
0.72,5,134,2,0,0,sales,low
0.96,5,176,4,0,0,sales,low
0.73,4,194,2,0,0,sales,low
0.67,5,212,4,0,0,sales,low
0.58,5,234,3,0,0,sales,low
0.9,4,190,2,0,0,sales,low
0.99,5,155,3,0,0,sales,low
0.89,4,232,2,0,0,sales,low
0.72,4,216,3,0,0,sales,low
0.77,3,207,3,0,0,sales,low
0.8,4,200,4,0,0,sales,medium
0.89,3,178,4,0,0,sales,medium
0.59,4,173,2,0,0,sales,medium
0.24,5,268,5,0,0,sales,medium
0.94,6,212,2,0,0,sales,medium
0.74,4,216,3,0,0,sales,medium
0.63,5,212,6,0,0,sales,medium
0.63,3,155,3,0,0,sales,medium
0.77,4,164,2,0,0,sales,medium
0.87,3,209,3,0,0,accounting,medium
0.79,4,136,3,0,0,accounting,medium
0.54,4,223,3,0,0,accounting,medium
0.59,4,239,4,0,0,hr,high
0.86,3,205,4,0,0,hr,low
0.98,3,203,3,0,0,hr,medium
1,5,152,4,0,0,hr,medium
0.9,4,236,3,0,0,technical,medium
0.34,4,114,3,0,0,technical,medium
0.95,3,209,2,0,0,technical,low
0.79,4,178,2,0,0,technical,low
0.13,4,175,5,0,0,technical,low
0.72,3,270,4,0,0,technical,low
0.63,3,145,2,0,0,technical,low
0.81,5,134,2,0,0,technical,low
0.71,4,272,4,0,0,technical,low
0.49,3,208,2,0,0,technical,low
0.59,4,219,3,0,0,technical,low
0.87,5,154,3,0,0,support,low
0.66,3,179,4,0,0,support,low
0.78,5,137,2,0,0,support,low
0.65,4,211,2,0,0,support,low
0.8,5,271,4,0,0,support,low
0.56,4,192,2,0,0,support,low
0.85,4,228,4,0,0,support,low
0.14,2,267,6,0,0,support,low
0.74,4,272,2,0,0,support,low
0.86,2,260,2,0,0,support,low
0.71,4,161,3,0,0,support,low
0.83,4,226,2,0,0,technical,low
0.52,4,249,4,0,0,technical,medium
0.63,3,243,3,0,0,technical,medium
0.92,4,247,2,0,0,management,medium
0.66,3,186,2,0,0,IT,medium
0.77,3,155,3,0,0,IT,medium
0.74,2,135,4,0,0,IT,medium
0.81,5,198,4,0,0,IT,medium
0.67,3,175,2,0,0,IT,medium
0.75,3,192,3,0,0,product_mng,medium
0.65,2,282,3,0,0,product_mng,medium
0.81,4,179,3,0,0,product_mng,medium
0.57,4,245,3,0,0,product_mng,medium
0.89,4,235,3,0,0,IT,high
0.5,4,266,2,0,0,RandD,low
0.21,4,269,4,0,0,RandD,medium
0.79,3,264,2,0,0,RandD,medium
0.66,3,161,2,0,0,RandD,medium
0.82,3,203,3,0,0,RandD,medium
0.85,4,258,2,0,0,marketing,low
0.72,3,143,3,0,0,sales,low
0.52,3,214,3,0,0,accounting,low
0.5,4,166,3,0,0,support,low
0.52,3,192,3,0,0,technical,low
0.13,3,185,4,0,0,management,low
0.87,4,173,3,0,0,marketing,low
0.53,2,163,3,0,0,marketing,low
0.15,5,277,4,0,0,marketing,low
0.64,5,274,2,0,0,sales,low
0.52,3,119,2,0,0,sales,low
0.79,4,267,3,0,0,sales,low
0.74,3,160,2,0,0,sales,low
0.81,4,198,2,0,0,sales,low
0.94,3,193,3,0,0,sales,low
0.67,6,250,2,0,0,sales,low
0.93,3,237,4,0,0,sales,low
0.52,4,170,2,0,0,sales,low
0.48,2,157,2,0,0,sales,medium
0.57,6,267,4,0,0,sales,medium
0.71,4,192,4,0,0,sales,medium
0.9,4,218,2,0,0,sales,medium
0.58,4,210,3,0,0,sales,medium
0.66,4,229,4,0,0,sales,medium
0.59,3,186,3,0,0,sales,medium
0.96,3,234,2,0,0,sales,medium
0.13,2,149,5,0,0,sales,medium
0.93,3,205,3,0,0,sales,medium
0.54,3,148,4,0,0,accounting,medium
0.54,5,270,3,0,0,accounting,medium
0.87,3,176,3,0,0,accounting,high
0.79,3,226,2,0,0,hr,low
0.83,3,232,4,0,0,hr,medium
0.73,3,137,3,0,0,hr,medium
0.29,6,253,3,0,0,hr,medium
0.8,6,231,4,0,0,technical,medium
0.29,3,189,6,0,0,technical,low
0.43,6,168,2,0,0,technical,low
0.99,3,261,3,0,0,technical,low
0.86,4,152,3,0,0,technical,low
0.85,5,263,2,0,0,technical,low
0.66,3,258,3,0,0,technical,low
0.57,3,205,3,0,0,technical,low
0.31,6,183,2,0,0,technical,low
0.88,3,153,3,0,0,technical,low
0.72,5,194,4,0,0,technical,low
0.75,4,202,2,0,0,support,low
0.82,4,164,4,0,0,support,low
0.82,3,213,2,0,0,support,low
0.15,4,265,6,0,0,support,low
0.16,6,218,3,0,0,support,low
0.95,5,286,4,0,0,support,low
0.87,3,172,3,0,0,support,low
0.85,4,251,2,0,0,support,low
0.58,3,110,3,0,0,support,low
0.63,3,269,4,0,0,support,low
0.69,3,151,3,0,0,support,low
0.53,5,161,2,0,0,technical,medium
0.96,4,210,3,0,0,technical,medium
0.73,2,167,3,0,0,technical,medium
0.5,3,270,3,0,0,management,medium
0.81,3,133,3,0,0,IT,medium
0.82,3,249,3,0,0,IT,medium
0.76,4,266,3,0,0,IT,medium
0.27,4,276,2,0,0,IT,medium
0.64,6,215,3,0,0,IT,medium
0.57,3,262,2,0,0,product_mng,medium
0.49,5,193,3,0,0,product_mng,medium
0.66,2,102,4,0,0,product_mng,medium
0.71,4,278,4,0,0,product_mng,high
0.61,3,250,4,0,0,IT,low
0.52,5,193,4,0,0,RandD,medium
0.62,3,133,3,0,0,RandD,medium
0.98,4,216,4,0,0,RandD,medium
0.67,5,174,2,0,0,RandD,medium
0.85,2,280,4,0,0,RandD,low
0.84,4,246,2,0,0,marketing,low
1,3,142,3,0,0,sales,low
0.72,4,144,3,0,0,accounting,low
0.66,6,100,4,0,0,support,low
0.64,5,212,2,0,0,technical,low
1,5,201,3,0,0,management,low
0.75,5,206,2,0,0,marketing,low
0.81,4,197,3,0,0,marketing,low
0.31,5,232,5,0,0,marketing,low
0.32,6,272,2,0,0,sales,low
0.48,4,173,3,0,0,sales,low
0.62,2,124,2,0,0,sales,low
0.77,5,282,4,0,0,sales,low
0.76,2,219,4,0,0,sales,low
0.68,3,106,6,0,0,sales,low
0.72,4,192,4,0,0,sales,low
0.87,5,190,2,0,0,sales,low
0.59,2,156,2,0,0,sales,low
0.7,3,180,2,0,0,sales,low
0.73,4,245,2,0,0,sales,low
0.58,3,169,2,0,0,sales,medium
0.64,3,188,4,0,0,sales,medium
0.89,5,224,2,0,0,sales,medium
0.95,3,263,2,0,0,sales,medium
0.84,3,262,2,0,0,sales,medium
0.6,4,225,3,0,0,sales,medium
0.71,5,224,3,0,0,sales,medium
0.6,3,266,3,0,0,sales,medium
0.91,3,218,3,0,0,accounting,medium
0.75,3,102,3,0,0,accounting,medium
0.7,4,181,3,0,0,accounting,medium
0.23,5,150,5,0,0,hr,medium
0.73,4,270,2,0,0,hr,high
0.99,4,270,2,0,0,hr,low
0.62,5,265,3,0,0,hr,medium
0.98,4,169,3,0,0,technical,medium
0.61,3,224,4,0,0,technical,medium
0.52,3,150,2,0,0,technical,medium
0.65,5,239,4,0,0,technical,low
0.59,3,245,3,0,0,technical,low
0.71,3,182,2,0,0,technical,low
0.18,5,182,4,0,0,technical,low
0.21,4,243,4,0,0,technical,low
0.15,6,209,5,0,0,technical,low
0.97,4,195,4,0,0,technical,low
0.39,3,190,2,0,0,technical,low
0.35,2,140,2,0,0,support,medium
0.88,4,147,4,0,0,support,medium
0.58,3,265,3,0,0,support,medium
0.61,3,238,2,0,0,support,medium
0.59,3,155,3,0,0,support,medium
0.55,4,132,5,0,0,support,medium
0.52,5,257,3,0,0,support,medium
0.71,2,255,3,0,0,support,medium
0.63,5,229,2,0,0,support,medium
0.17,5,216,4,0,0,support,medium
0.95,4,269,4,0,0,support,medium
1,3,205,2,0,0,technical,medium
0.73,2,151,3,0,0,technical,medium
0.8,4,246,3,0,0,technical,medium
0.63,4,256,4,0,0,management,medium
0.95,4,235,3,0,0,IT,medium
0.75,4,229,2,0,0,IT,medium
0.64,5,158,3,0,0,IT,medium
0.72,3,197,3,0,0,IT,medium
0.72,3,151,4,0,0,IT,medium
0.85,3,167,3,0,0,product_mng,medium
0.24,4,146,4,0,0,product_mng,medium
0.69,4,281,4,0,0,product_mng,medium
0.69,3,212,2,0,0,product_mng,medium
0.87,5,261,3,0,0,IT,medium
0.78,3,238,2,0,0,RandD,high
0.76,4,235,3,0,0,RandD,high
0.35,3,107,3,0,0,RandD,high
0.88,6,243,4,0,0,RandD,high
0.78,5,233,3,0,0,RandD,high
0.36,3,206,5,0,0,marketing,high
0.24,5,172,4,0,0,sales,high
0.55,3,248,2,0,0,accounting,high
0.91,3,147,4,0,0,support,high
0.66,5,259,3,0,0,technical,high
0.57,3,267,3,0,0,management,high
0.64,3,263,3,0,0,marketing,high
0.63,3,160,4,0,0,marketing,low
0.49,5,176,3,0,0,marketing,low
0.7,3,224,3,0,0,sales,low
0.3,3,155,2,0,0,sales,low
0.51,3,132,3,0,0,sales,low
0.71,5,173,3,0,0,sales,low
0.64,3,165,3,0,0,sales,low
0.67,6,272,3,0,0,sales,low
0.83,5,156,3,0,0,sales,low
0.92,3,154,2,0,0,sales,low
0.84,3,237,3,0,0,sales,low
0.97,2,271,6,0,0,sales,low
0.19,6,152,3,0,0,sales,low
0.86,4,152,3,0,0,sales,low
0.71,3,172,3,0,0,sales,low
0.76,4,214,2,0,0,sales,medium
0.68,5,201,3,0,0,sales,medium
0.61,2,275,3,0,0,sales,medium
0.85,3,156,3,0,0,sales,medium
0.84,3,234,2,0,0,sales,medium
0.62,2,123,2,0,0,sales,medium
0.77,3,201,4,0,0,accounting,medium
0.79,5,160,4,0,0,accounting,medium
0.97,3,173,2,0,0,accounting,medium
0.59,4,141,2,0,0,hr,medium
0.93,3,231,6,0,0,hr,medium
0.85,4,174,2,0,0,hr,medium
0.7,4,211,3,0,0,hr,high
0.54,3,249,3,0,0,technical,high
0.42,2,108,5,0,0,technical,high
0.96,4,165,3,0,0,technical,high
0.58,3,181,4,0,0,technical,high
0.61,3,237,2,0,0,technical,high
0.62,5,180,2,0,0,technical,high
0.68,3,209,3,0,0,technical,high
0.6,3,191,5,0,0,technical,low
0.7,4,181,2,0,0,technical,low
0.65,4,250,2,0,0,technical,low
0.48,2,179,2,0,0,technical,low
0.75,3,225,4,0,0,support,low
0.69,5,267,2,0,0,support,low
0.34,2,169,2,0,0,support,low
0.59,4,164,3,0,0,support,low
0.94,4,155,3,0,0,support,medium
0.98,5,223,2,0,0,support,medium
0.72,3,160,3,0,0,support,medium
0.79,4,268,2,0,0,support,medium
0.54,4,151,4,0,0,support,medium
0.73,3,156,2,0,0,support,medium
0.82,4,136,3,0,0,support,medium
0.57,3,189,2,0,0,technical,medium
0.98,5,203,2,0,0,technical,medium
0.91,5,174,2,0,0,technical,medium
0.72,3,239,2,0,0,management,medium
0.48,5,152,6,0,0,IT,medium
0.57,4,268,6,0,0,IT,medium
0.86,4,146,3,0,0,IT,medium
0.63,3,232,4,0,0,IT,medium
0.81,3,255,5,0,0,IT,medium
0.21,4,129,4,0,0,product_mng,medium
0.9,3,261,3,0,0,product_mng,medium
0.79,3,101,2,0,0,product_mng,medium
0.95,4,229,3,0,0,product_mng,medium
0.29,3,162,4,0,0,IT,medium
0.81,4,270,3,0,0,RandD,medium
0.21,6,277,5,0,0,RandD,medium
0.7,5,261,4,0,0,RandD,high
0.66,4,204,2,0,0,RandD,low
0.16,2,215,2,0,0,RandD,medium
0.72,3,219,3,0,0,marketing,medium
0.51,3,147,4,0,0,sales,medium
0.59,5,243,2,0,0,accounting,medium
0.66,2,155,5,0,0,support,medium
0.69,3,253,2,0,0,technical,medium
0.69,4,235,3,0,0,management,medium
0.89,5,257,3,0,0,marketing,medium
0.52,4,225,2,0,0,marketing,medium
0.91,3,167,3,0,0,marketing,medium
0.96,5,224,4,0,0,sales,low
0.8,5,127,3,0,0,sales,low
0.55,3,256,3,0,0,sales,low
0.93,4,233,2,0,0,sales,low
0.93,4,169,4,0,0,sales,low
0.54,3,152,2,0,0,sales,low
0.48,5,236,2,0,0,sales,low
0.19,3,154,2,0,0,sales,high
0.95,3,223,2,0,0,sales,low
0.96,4,211,3,0,0,sales,high
0.63,4,192,2,0,0,sales,high
0.81,4,227,2,0,0,sales,low
0.5,4,265,3,0,0,sales,low
0.76,5,228,2,0,0,sales,high
0.84,4,152,3,0,0,sales,low
0.2,5,169,5,0,0,sales,medium
0.78,3,169,3,0,0,sales,high
0.8,4,157,3,0,0,sales,medium
0.94,4,251,2,0,0,sales,medium
0.44,5,253,2,0,0,accounting,medium
0.92,3,155,2,0,0,accounting,medium
0.54,3,232,2,0,0,accounting,high
0.56,4,195,2,0,0,hr,medium
0.66,4,198,3,0,0,hr,medium
0.8,3,246,3,0,0,hr,medium
0.6,2,214,3,0,0,hr,high
0.73,5,249,3,0,0,technical,medium
0.55,3,211,3,0,0,technical,high
0.7,5,269,3,0,0,technical,low
0.53,4,214,3,0,0,technical,medium
0.9,4,231,3,0,0,technical,medium
0.8,3,175,3,0,0,technical,medium
0.51,5,175,3,0,0,technical,medium
0.86,5,238,5,0,0,technical,low
0.63,4,228,4,0,0,technical,low
0.83,3,220,4,0,0,technical,low
0.85,4,233,2,0,0,technical,low
0.8,3,225,4,0,0,support,low
0.79,5,187,3,0,0,support,low
0.37,3,117,3,0,0,support,low
0.85,3,184,3,0,0,support,low
0.76,3,216,3,0,0,support,low
0.99,4,140,2,0,0,support,low
0.55,3,201,2,0,0,support,high
0.69,4,167,3,0,0,support,low
0.68,5,203,2,0,0,support,low
0.69,5,231,2,0,0,support,low
0.65,3,141,4,0,0,support,low
0.17,6,226,3,0,0,technical,high
0.48,3,199,2,0,0,technical,low
0.65,4,192,3,0,0,technical,low
